"No.","Time","Source","Destination","Protocol","Length","Info"
"300","12.848319","192.168.0.108","192.168.0.102","TCP","54","1880  >  0 [SYN] Seq=0 Win=512 Len=0"
"301","12.848319","192.168.0.108","192.168.0.102","TCP","54","1881  >  0 [SYN] Seq=0 Win=512 Len=0"
"302","12.848319","192.168.0.108","192.168.0.102","TCP","54","1882  >  0 [SYN] Seq=0 Win=512 Len=0"
"303","12.848319","192.168.0.108","192.168.0.102","TCP","54","1883  >  0 [SYN] Seq=0 Win=512 Len=0"
"304","12.848319","192.168.0.108","192.168.0.102","TCP","54","1884  >  0 [SYN] Seq=0 Win=512 Len=0"
"305","12.848319","192.168.0.108","192.168.0.102","TCP","54","1885  >  0 [SYN] Seq=0 Win=512 Len=0"
"306","12.848319","192.168.0.108","192.168.0.102","TCP","54","1886  >  0 [SYN] Seq=0 Win=512 Len=0"
"307","12.849254","192.168.0.108","192.168.0.102","TCP","54","1887  >  0 [SYN] Seq=0 Win=512 Len=0"
"308","12.849254","192.168.0.108","192.168.0.102","TCP","54","1888  >  0 [SYN] Seq=0 Win=512 Len=0"
"309","12.850578","192.168.0.108","192.168.0.102","TCP","54","1889  >  0 [SYN] Seq=0 Win=512 Len=0"
"310","12.850578","192.168.0.108","192.168.0.102","TCP","54","1890  >  0 [SYN] Seq=0 Win=512 Len=0"
"311","12.850578","192.168.0.108","192.168.0.102","TCP","54","1891  >  0 [SYN] Seq=0 Win=512 Len=0"
"312","12.850578","192.168.0.108","192.168.0.102","TCP","54","1892  >  0 [SYN] Seq=0 Win=512 Len=0"
"313","12.850938","192.168.0.108","192.168.0.102","TCP","54","1893  >  0 [SYN] Seq=0 Win=512 Len=0"
"314","12.850938","192.168.0.108","192.168.0.102","TCP","54","1894  >  0 [SYN] Seq=0 Win=512 Len=0"
"315","12.850938","192.168.0.108","192.168.0.102","TCP","54","1895  >  0 [SYN] Seq=0 Win=512 Len=0"
"316","12.850938","192.168.0.108","192.168.0.102","TCP","54","1896  >  0 [SYN] Seq=0 Win=512 Len=0"
"317","12.850938","192.168.0.108","192.168.0.102","TCP","54","1897  >  0 [SYN] Seq=0 Win=512 Len=0"
"318","12.850938","192.168.0.108","192.168.0.102","TCP","54","1898  >  0 [SYN] Seq=0 Win=512 Len=0"
"319","12.850938","192.168.0.108","192.168.0.102","TCP","54","1899  >  0 [SYN] Seq=0 Win=512 Len=0"
"320","12.850938","192.168.0.108","192.168.0.102","TCP","54","1900  >  0 [SYN] Seq=0 Win=512 Len=0"
"321","12.850938","192.168.0.108","192.168.0.102","TCP","54","1901  >  0 [SYN] Seq=0 Win=512 Len=0"
"322","12.850938","192.168.0.108","192.168.0.102","TCP","54","1902  >  0 [SYN] Seq=0 Win=512 Len=0"
"323","12.850938","192.168.0.108","192.168.0.102","TCP","54","1903  >  0 [SYN] Seq=0 Win=512 Len=0"
"324","12.850938","192.168.0.108","192.168.0.102","TCP","54","1904  >  0 [SYN] Seq=0 Win=512 Len=0"
"325","12.851379","192.168.0.108","192.168.0.102","TCP","54","1905  >  0 [SYN] Seq=0 Win=512 Len=0"
"326","12.851379","192.168.0.108","192.168.0.102","TCP","54","1906  >  0 [SYN] Seq=0 Win=512 Len=0"
"327","12.851379","192.168.0.108","192.168.0.102","TCP","54","1907  >  0 [SYN] Seq=0 Win=512 Len=0"
"328","12.851379","192.168.0.108","192.168.0.102","TCP","54","1908  >  0 [SYN] Seq=0 Win=512 Len=0"
"329","12.851379","192.168.0.108","192.168.0.102","TCP","54","1909  >  0 [SYN] Seq=0 Win=512 Len=0"
"330","12.851379","192.168.0.108","192.168.0.102","TCP","54","1910  >  0 [SYN] Seq=0 Win=512 Len=0"
"331","12.851379","192.168.0.108","192.168.0.102","TCP","54","1911  >  0 [SYN] Seq=0 Win=512 Len=0"
"332","12.851379","192.168.0.108","192.168.0.102","TCP","54","1912  >  0 [SYN] Seq=0 Win=512 Len=0"
"333","12.851379","192.168.0.108","192.168.0.102","TCP","54","1913  >  0 [SYN] Seq=0 Win=512 Len=0"
"334","12.851379","192.168.0.108","192.168.0.102","TCP","54","1914  >  0 [SYN] Seq=0 Win=512 Len=0"
"335","12.851379","192.168.0.108","192.168.0.102","TCP","54","1915  >  0 [SYN] Seq=0 Win=512 Len=0"
"336","12.851379","192.168.0.108","192.168.0.102","TCP","54","1916  >  0 [SYN] Seq=0 Win=512 Len=0"
"337","12.855003","192.168.0.108","192.168.0.102","TCP","54","1917  >  0 [SYN] Seq=0 Win=512 Len=0"
"338","12.855003","192.168.0.108","192.168.0.102","TCP","54","1918  >  0 [SYN] Seq=0 Win=512 Len=0"
"339","12.855295","192.168.0.108","192.168.0.102","TCP","54","1919  >  0 [SYN] Seq=0 Win=512 Len=0"
"340","12.855295","192.168.0.108","192.168.0.102","TCP","54","1920  >  0 [SYN] Seq=0 Win=512 Len=0"
"341","12.855295","192.168.0.108","192.168.0.102","TCP","54","1921  >  0 [SYN] Seq=0 Win=512 Len=0"
"342","12.855295","192.168.0.108","192.168.0.102","TCP","54","1922  >  0 [SYN] Seq=0 Win=512 Len=0"
"343","12.855652","192.168.0.108","192.168.0.102","TCP","54","1923  >  0 [SYN] Seq=0 Win=512 Len=0"
"344","12.855652","192.168.0.108","192.168.0.102","TCP","54","1924  >  0 [SYN] Seq=0 Win=512 Len=0"
"345","12.855652","192.168.0.108","192.168.0.102","TCP","54","1925  >  0 [SYN] Seq=0 Win=512 Len=0"
"346","12.855652","192.168.0.108","192.168.0.102","TCP","54","1926  >  0 [SYN] Seq=0 Win=512 Len=0"
